abbrev:keyword,airport:text,region:text,city:keyword,city_location:geo_point,city_boundary:geo_shape
SIN,Singapore Changi,Central,Singapore,POINT(103.8 1.3),"POLYGON((103.7926487 1.29906399986222\,103.81747439999998 1.280032799864276\,103.8156406 1.261738099866252\,103.8399654 1.264176899865988\,103.8677053 1.238115999868802\,103.8813079 1.206070099872262\,103.9185915 1.222688499870468\,103.86546369999999 1.294182599862748\,103.87500069999999 1.31952399986001\,103.85713450000002 1.357115199855949\,103.9021275 1.427824999848311\,103.8778899 1.445408799846411\,103.8524439 1.412136799850005\,103.8314757 1.420859399849063\,103.80943359999999 1.398632299851464\,103.81814589999999 1.373757299854151\,103.8014763 1.34433749985733\,103.8186657 1.335750499858257\,103.7926487 1.29906399986222))"
SIP,Simferopol Int'l,Гвардейское сельское поселение,Hvardiiske,POINT(34.0142 45.1142),"POLYGON((33.9314179 45.105001900457886\,33.9372072 45.07802930046063\,33.9614435 45.06254350046214\,33.9815467 45.07671040046075\,33.981452299999994 45.0621661004622\,34.0480713 45.072401400461175\,34.048603899999996 45.13369530045494\,34.080937199999994 45.145794100453664\,34.0867306 45.1683044004513\,34.0349798 45.181422800449916\,34.0142144 45.148868200453364\,33.9910997 45.16322070045184\,33.96779889999999 45.163387300451824\,33.9751688 45.14587990045368\,33.9386356 45.15566440045264\,33.93855849999999 45.131597200455154\,33.9626714 45.11596350045676\,33.9314179 45.105001900457886))"
SIT,Sitka Rocky Gutierrez,Sitka,Sitka,POINT(-135.3152 57.2401),"POLYGON((-136.4544269 57.83067600068811\,-135.8599 56.992400000254236\,-134.815063 56.21585899988229\,-134.66639599999996 56.14758599985199\,-134.666668 56.28333399991269\,-134.42924699999998 56.282736999912416\,-134.496216 56.69963100010887\,-134.527589 56.797112000156694\,-134.67719999999997 56.99900000025759\,-134.73855599999996 57.22630300037357\,-134.695679 57.31597100041988\,-134.70114099999998 57.454613000491854\,-134.8362 57.7877000006657\,-135.061737 57.760933000651754\,-135.238129 57.76171100065215\,-135.426727 57.84399400069506\,-135.75702000000004 57.94271900074639\,-135.901964 58.00134300077678\,-136.024328 57.838795000692336\,-136.4544269 57.83067600068811))"
SJC,San Jose Int'l,Sunnyvale,Sunnyvale,POINT(-122.0255 37.3836),"POLYGON((-122.06519949999998 37.34314649989232\,-122.0544349 37.33022329989061\,-121.9956855 37.337800199891596\,-121.99642210000002 37.37036159989589\,-121.9824627 37.37022239989588\,-122.0048518 37.37387549989636\,-121.9868452 37.37769869989687\,-121.98634369999999 37.417527299902126\,-122.05963049999997 37.46390449990831\,-122.05944620000001 37.426472899903324\,-122.03465709999998 37.42631699990331\,-122.06519949999998 37.34314649989232))"
SJD,Los Cabos Int'l,Municipio de Los Cabos,San José del Cabo,POINT(-109.7081 23.0614),"POLYGON((-110.1206625 23.1140256003795\,-110.09873629999998 23.01908110038329\,-110.06183979999999 22.9498675003859\,-109.98405039999999 22.881369700388362\,-109.92644729999999 22.871625600388697\,-109.89442569999999 22.875910800388542\,-109.9060906 22.88358260038828\,-109.89177439999999 22.895516300387865\,-109.8427972 22.902710100387605\,-109.7984576 22.96111000038549\,-109.73302250000002 22.989295000384423\,-109.7124526 23.006642300383767\,-109.7135859 23.030722000382838\,-109.6695346 23.06042450038167\,-109.536152 23.10942510037969\,-109.4554131 23.201590800375794\,-109.42538239999999 23.30482110037116\,-109.43176609999999 23.37667600036777\,-109.4135327 23.384785800367375\,-109.41551719999998 23.403274300366476\,-109.43199909999998 23.41366530036597\,-109.4290174 23.45752540036379\,-109.47936129999998 23.51917900036065\,-109.4683635 23.554791800358778\,-109.6739331 23.644139200353983\,-109.69770739999998 23.671481800352467\,-109.6974182 23.652965800353492\,-109.76679680000001 23.628856800354818\,-109.7808951 23.60809090035594\,-109.81289089999999 23.61472660035558\,-109.8192827 23.600694400356335\,-109.85636979999998 23.614190500355612\,-109.86369159999998 23.584350300357215\,-109.8958343 23.578001100357554\,-109.93143309999999 23.610105600355833\,-109.93382809999999 23.48916090036219\,-109.8457646 23.456705600363833\,-109.8530384 23.42136740036559\,-109.9356959 23.479112100362705\,-109.98805349999999 23.456824100363832\,-109.99470459999999 23.400459700366614\,-110.0255785 23.390921900367076\,-109.9692851 23.383973600367415\,-109.925278 23.27391750037257\,-109.94967329999999 23.26144860037314\,-109.95845539999999 23.22167430037491\,-109.97724049999998 23.236269000374268\,-109.950473 23.184930100376512\,-109.9751152 23.17920870037676\,-109.93962529999999 23.164111900377407\,-109.9456774 23.13506510037863\,-109.99592549999998 23.159231500377615\,-110.0056477 23.14508810037821\,-110.00318429999999 23.16971990037716\,-110.1206625 23.1140256003795))"
SJJ,Sarajevo,Sarajevo,Sarajevo,POINT(18.4131 43.8564),"POLYGON((18.2609843 43.868597900536535\,18.3383513 43.84456160053713\,18.326792799999996 43.834370200537386\,18.3529159 43.820909600537696\,18.4012725 43.84489140053713\,18.4596694 43.82691980053755\,18.4666283 43.854785900536896\,18.4542432 43.86208490053671\,18.46451 43.8786069005363\,18.401519 43.89591210053583\,18.3769808 43.872651600536436\,18.3134898 43.899707300535724\,18.2714046 43.8970992005358\,18.2609843 43.868597900536535))"
SJU,Luis Muñoz Marin,Carolina,Carolina,POINT(-65.9792 18.4054),"POLYGON((-66.0430973 18.444043400272193\,-65.9929844 18.407222900269158\,-66.0002985 18.380818700266968\,-65.9391003 18.309559100260994\,-65.9392238 18.286693000259056\,-65.9072764 18.272100500257814\,-65.915613 18.294334000259703\,-65.9017922 18.31627720026156\,-65.919757 18.345038700263977\,-65.9130513 18.379049200266824\,-65.9312082 18.393197100267994\,-65.9188769 18.40017260026858\,-65.93038769999998 18.428385900270904\,-65.96711070000002 18.432481400271243\,-65.9930165 18.458006600273333\,-66.0430973 18.444043400272193))"
SJW,Shijiazhuang Zhengding Int'l,长安区,Shijiazhuang,POINT(114.5086 38.0422),"POLYGON((114.47405259999998 38.10542139999688\,114.48905889999999 38.104022399996694\,114.4959406 38.080930499993414\,114.48563779999999 38.04293479998804\,114.5058214 38.034958499986914\,114.58536049999998 38.036613899987145\,114.58529390000001 38.05801099999017\,114.6727178 38.04458069998827\,114.70108689999999 38.08895229999455\,114.5157006 38.13058310000046\,114.47405259999998 38.10542139999688))"
SKB,Robert L. Bradshaw Int'l,Saint George Basseterre,Basseterre,POINT(-62.7333 17.3),"POLYGON((-62.75512160000001 17.32563480016913\,-62.743717399999994 17.29059500016557\,-62.710738400000004 17.2938415001659\,-62.66324300000001 17.265310100162992\,-62.6578372 17.213442000157674\,-62.626166299999994 17.227207100159088\,-62.6258908 17.250701800161494\,-62.75512160000001 17.32563480016913))"
SKG,Thessaloniki,Δημοτική Ενότητα Θεσαλονίκης,Thessaloníki,POINT(22.9347 40.6403),"POLYGON((22.899463899999997 40.65197010035148\,22.905517599999996 40.63269600034913\,22.951047499999998 40.62299280034793\,22.9466841 40.59154440034407\,22.9780812 40.59272770034423\,22.989905 40.61339330034677\,22.9677105 40.619550800347525\,22.9625082 40.64457080035058\,22.899463899999997 40.65197010035148))"
SKO,Sadiq Abubakar III,Sokoto South,Sokoto,POINT(5.2339 13.0622),"POLYGON((5.222099999999999 13.043699999683863\,5.251099999999999 13.00559999967982\,5.292119399999999 13.030497999682462\,5.2993 13.055399999685111\,5.228140699999999 13.065443299686176\,5.222099999999999 13.043699999683863))"
SKP,Skopje,Скопје,Skopje,POINT(21.4317 41.9961),"POLYGON((21.315407699999998 41.994105900485806\,21.391024599999998 41.991091700485576\,21.3887754 41.96382570048354\,21.444110899999995 41.95487860048284\,21.4669847 41.967260300483794\,21.4733416 41.94003440048172\,21.529898599999996 41.96319190048348\,21.5077329 41.98262250048495\,21.5377092 41.994201600485816\,21.5035118 41.99896680048616\,21.5164447 42.01304880048721\,21.483571499999996 42.01974450048771\,21.471532799999995 42.046239000489635\,21.4142418 42.04918110048984\,21.4196981 42.02822670048832\,21.368051799999996 42.020762700487786\,21.3531733 42.04425740048949\,21.353559499999996 42.02554680048812\,21.3187766 42.02272540048792\,21.315407699999998 41.994105900485806))"
SLA,Martín Miguel de Güemes Int,Salta,Salta,POINT(-65.4167 -24.7833),"POLYGON((-65.4791203 -24.873490099797564\,-65.42995469999998 -24.860874399799393\,-65.42816059999998 -24.846774199801448\,-65.3697108 -24.84174839980219\,-65.37104809999998 -24.80028649980822\,-65.3406306 -24.784836799810474\,-65.378444 -24.776603599811676\,-65.3902173 -24.79884859980843\,-65.3772086 -24.804183299807658\,-65.3954262 -24.808064299807093\,-65.4009812 -24.775708499811806\,-65.38723469999998 -24.774658199811967\,-65.3942552 -24.744640199816335\,-65.383351 -24.736838799817477\,-65.39383529999999 -24.712549399821025\,-65.4244597 -24.7154400998206\,-65.41247359999998 -24.770636499812547\,-65.44989849999999 -24.768456999812862\,-65.46368979999998 -24.782919399810755\,-65.45050069999999 -24.807400099807186\,-65.4737306 -24.81037719980675\,-65.4763512 -24.82275169980495\,-65.4330543 -24.807724599807134\,-65.4288519 -24.823908199804784\,-65.4670117 -24.834088299803295\,-65.4791203 -24.873490099797564))"
SLC,Salt Lake City Int'l,West Valley City,West Valley City,POINT(-112.0123 40.6886),"POLYGON((-112.09726099999999 40.65322950035162\,-112.06313249999998 40.64585460035074\,-112.06830540000001 40.63128790034896\,-112.0245377 40.63128960034895\,-112.043539 40.64217900035028\,-112.024672 40.66757800035337\,-111.957963 40.667631000353374\,-111.95802199999999 40.68214600035513\,-111.92110399999999 40.68632900035564\,-111.9202207 40.720730300359776\,-112.06325619999998 40.72545810036034\,-112.06305099999999 40.68209590035513\,-112.09721499999999 40.68213010035513\,-112.09726099999999 40.65322950035162))"
SLE,McNary Field,Keizer,Keizer,POINT(-123.0243 45.0028),"POLYGON((-123.05712419999998 44.994523600468774\,-123.021194 44.97376480047073\,-122.99102540000001 45.01662470046666\,-123.01662980000002 45.02069800046627\,-123.0193824 45.03721970046466\,-123.0287431 45.01443150046687\,-123.05380479999997 45.013467200466955\,-123.05712419999998 44.994523600468774))"
SLP,Ponciano Arriaga Int'l,Municipio de San Luis Potosí,San Luis Potosí,POINT(-100.9761 22.1511),"POLYGON((-101.16850669999998 22.031520400407995\,-101.04395279999999 21.97550050040857\,-100.85834789999998 21.995353500408378\,-100.8257812 21.95761030040874\,-100.81614839999999 21.969179400408635\,-100.8351033 22.012828400408193\,-100.7902213 22.002676500408302\,-100.79846389999999 22.04458270040784\,-100.77837439999999 22.040291500407896\,-100.7781879 22.059556500407666\,-100.74204019999999 22.053724600407737\,-100.77862209999999 22.148452700406494\,-100.8812684 22.15347680040642\,-100.8788764 22.13489710040669\,-100.955824 22.151327800406456\,-100.9677387 22.17160110040615\,-100.95745619999998 22.211889300405517\,-100.93890439999998 22.210946100405536\,-100.88327199999999 22.315159800403688\,-100.86852179999998 22.307627000403834\,-100.8548368 22.33066000040339\,-100.8893655 22.36404090040272\,-100.85087 22.369545800402605\,-100.81273650000001 22.42938790040131\,-100.75973389999999 22.455099500400728\,-100.77746239999999 22.481813200400104\,-100.9189097 22.452200400400795\,-100.9356764 22.498998100399692\,-100.90316199999998 22.505207000399533\,-100.9031088 22.522369400399118\,-100.9457506 22.576681900397713\,-100.88912329999998 22.632256100396198\,-100.90218179999998 22.63668890039607\,-100.89512529999999 22.655314200395537\,-100.9780552 22.651777600395643\,-100.9948842 22.625978000396376\,-101.046268 22.643018600395898\,-101.0335146 22.598630400397123\,-101.14442379999998 22.547631100398476\,-101.13251569999998 22.529922400398924\,-101.1460706 22.525338100399036\,-101.08311069999999 22.491528500399873\,-101.06847569999998 22.450915000400826\,-101.04148199999999 22.452103700400798\,-101.03840309999998 22.436723500401147\,-101.0171146 22.432921100401238\,-100.9917203 22.3793480004024\,-100.98980519999999 22.310298000403783\,-100.9653422 22.302403300403935\,-100.988391 22.29976500040398\,-101.00095839999999 22.2768947004044\,-100.98913480000002 22.251775300404844\,-101.03155049999998 22.19327740040582\,-101.07453929999998 22.155093300406392\,-101.12985219999999 22.14607300040653\,-101.13324549999999 22.086744200407328\,-101.16850669999998 22.031520400407995))"
SLW,Plan de Guadalupe,Saltillo,Saltillo,POINT(-100.9919 25.4231),"POLYGON((-101.6209794 25.184395000241945\,-101.5953602 25.182249800242143\,-101.59058259999999 25.151370600244864\,-101.55775739999999 25.145495100245387\,-101.5689052 25.07018880025196\,-101.54102599999999 25.067225800252217\,-101.535542 25.098645300249483\,-101.45766250000001 25.089839100250245\,-101.45751429999999 25.061694500252695\,-101.4277999 25.0685210002521\,-101.4283662 25.088222500250396\,-101.3792518 25.089246000250306\,-101.39532529999998 25.03146160025529\,-101.43829759999998 25.030529900255374\,-101.4500922 24.978974500259774\,-101.5326543 24.903471600266126\,-101.5239041 24.866485600269193\,-101.57088739999999 24.82161680027288\,-101.58276829999998 24.77761600027646\,-101.6102344 24.779140000276335\,-101.6004067 24.75439670027834\,-101.46163939999998 24.73675680027975\,-101.40215709999998 24.788222400275604\,-101.3421416 24.81335250027356\,-101.20172559999999 24.76548830027744\,-101.12761959999999 24.623361800288695\,-101.0804951 24.591185300291183\,-100.95879259999998 24.542684100294892\,-100.9022338 24.583917700291742\,-100.84780560000002 24.555618600293908\,-100.7999341 24.556186100293864\,-100.79697819999998 24.75080690027863\,-100.82613239999999 24.835004600271784\,-100.72749549999999 24.91871650026485\,-100.8215056 24.996710800258267\,-100.80454769999999 25.1532594002447\,-100.89695129999998 25.17725980024259\,-100.91326109999999 25.23237360023768\,-100.91125690000001 25.247388400236336\,-100.8900107 25.245209800236534\,-100.88935599999999 25.2888303002326\,-100.9511961 25.31537550023019\,-100.91978519999999 25.34186810022777\,-100.9161323 25.322520000229535\,-100.8754576 25.309980800230683\,-100.86125679999999 25.324785500229336\,-100.92470449999999 25.368132200225364\,-100.8389485 25.362032900225927\,-100.8739925 25.393900800222994\,-100.88558379999999 25.388803900223465\,-100.90302459999998 25.47221500021572\,-100.9518896 25.504871400212654\,-100.94655319999998 25.52170620021107\,-100.98626559999998 25.486720700214363\,-100.9982886 25.516512800211565\,-101.22963909999999 25.45153570021765\,-101.2945298 25.45464590021736\,-101.31620399999998 25.475396100215423\,-101.40189479999998 25.47313130021563\,-101.3657968 25.408784000221626\,-101.25071049999998 25.382152200224077\,-101.26749709999999 25.365780900225587\,-101.28172710000001 25.379724000224297\,-101.31439859999999 25.373610800224863\,-101.31256899999998 25.32749500022909\,-101.368405 25.325573000229266\,-101.38547699999998 25.200001100240563\,-101.4222169 25.2041142002402\,-101.4330236 25.176671300242635\,-101.6151929 25.198067900240744\,-101.6209794 25.184395000241945))"
SLZ,Marechal Cunha Machado Int'l,São Luís,São Luís,POINT(-44.3044 -2.5283),"POLYGON((-44.41105339999999 -2.800424199762458\,-44.388347599999996 -2.79875819976256\,-44.3880632 -2.765353399764617\,-44.3729139 -2.757822599765083\,-44.3069554 -2.779119299763767\,-44.26576849999999 -2.760387799764923\,-44.2495717 -2.730321799766797\,-44.17565319999999 -2.702052999768576\,-44.1829858 -2.632254399773035\,-44.1616409 -2.60779669977462\,-44.1947161 -2.562545099777586\,-44.2073809 -2.566986199777294\,-44.189724000000005 -2.520879299780352\,-44.21345409999999 -2.521347599780321\,-44.21229259999999 -2.474600599783465\,-44.304568999999994 -2.487505999782593\,-44.323204499999996 -2.502152399781606\,-44.305906199999995 -2.525955499780013\,-44.3489264 -2.526941999779947\,-44.37697729999999 -2.56415719977748\,-44.3540919 -2.60319719977492\,-44.41105339999999 -2.800424199762458))"
SMF,Sacramento Int'l,Sacramento County,Elk Grove,POINT(-121.3842 38.4161),"POLYGON((-121.86280530000002 38.066098299991324\,-121.81889170000001 38.02223579998512\,-121.7805631 38.01852209998459\,-121.70155129999998 38.042977199988044\,-121.67182899999997 38.094369999995315\,-121.56698429999997 38.09671529999565\,-121.5835644 38.12017179999898\,-121.5360989 38.152009900003506\,-121.5286856 38.1955255000097\,-121.471532 38.25967910001886\,-121.4295867 38.25482630001816\,-121.39840559999999 38.22750040001426\,-121.3439252 38.228257800014376\,-121.2819621 38.250174800017504\,-121.1727928 38.25523840001823\,-121.0669572 38.299115900024496\,-121.02723429999998 38.30012130002466\,-121.02708299999999 38.50824980005463\,-121.1183837 38.717357000084895\,-121.13329679999998 38.705508400083176\,-121.6031706 38.73621280008762\,-121.63051539999998 38.677405100079106\,-121.59264909999999 38.642995800074125\,-121.56752649999997 38.645876000074544\,-121.54980060000001 38.5993754000678\,-121.5197023 38.60375990006844\,-121.5066516 38.59008280006645\,-121.52457369999998 38.51956150005624\,-121.55915809999998 38.499050000053295\,-121.54226489999999 38.47605540004996\,-121.50485109999997 38.469352000049\,-121.5029585 38.4409330000449\,-121.5326807 38.431193800043495\,-121.51335699999998 38.39880620003884\,-121.5211346 38.36208810003355\,-121.5850591 38.33081400002906\,-121.60519789999996 38.29613040002408\,-121.6119679 38.199933100010334\,-121.6852326 38.15961480000458\,-121.71155179999997 38.08513809999401\,-121.74261129999996 38.08693459999426\,-121.8001994 38.05907669999032\,-121.84228379999998 38.076455599992784\,-121.86280530000002 38.066098299991324))"
